Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Cuisines,Price range,Currency,Average Cost for two,Aggregate rating,Rating text,Votes,Primary Cuisine,Budget Category,Normalized Votes,Popularity Score
18380180,The Street Kitchen,1,faridabad,"Shop 139, Main HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),400,0.0,Not rated,0,north indian,medium,0.0,0.0
18466407,United Kitchen,1,faridabad,"2nd Floor, SCO 95, HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",fast food,2,Indian Rupees(Rs.),500,0.0,Not rated,0,fast food,medium,0.0,0.0
304001,Eat N Treat,1,faridabad,"145, Main Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad","chinese, north indian",1,Indian Rupees(Rs.),400,2.8,Average,20,chinese,medium,0.32737772213685423,0.4902133166410562
8319,Hotel Ekant,1,faridabad,"12 - 14, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad","north indian, mughlai, chinese",2,Indian Rupees(Rs.),700,2.7,Average,39,north indian,high,0.3966654796041846,0.4969996438812554
303871,Momo-Cha,1,faridabad,"31, Near HDFC Bank ATM, Sector 17 Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),600,2.7,Average,56,north indian,medium,0.43474960083918335,0.508424880251755
8321,Paradise Inn,1,faridabad,"124, Near OBC Bank, Sector 17 Market, Faridabad, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad","north indian, mughlai, chinese",2,Indian Rupees(Rs.),500,2.7,Average,43,north indian,medium,0.4069141902637538,0.5000742570791261
311047,Red Chilli,1,faridabad,"Shop 140, Back Side, Main Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",chinese,1,Indian Rupees(Rs.),300,2.8,Average,9,chinese,low,0.24759714477070544,0.4662791434312116
8320,Shiv Restaurant,1,faridabad,"122 & 123, HUDA Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",north indian,1,Indian Rupees(Rs.),400,2.7,Average,20,north indian,medium,0.32737772213685423,0.47621331664105626
8308,Sohan Sweets & Namkeen,1,faridabad,"115 & 116, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",mithai,1,Indian Rupees(Rs.),100,3.2,Average,41,mithai,low,0.4019118895535938,0.5685735668660781
18303717,The Binge Box Cafe,1,faridabad,"1st  Floor, 110, HUDA Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",cafe,2,Indian Rupees(Rs.),500,3.4,Average,18,cafe,medium,0.3166157404611784,0.5709847221383535
304004,Tmos Moving Feast,1,faridabad,"156, Main Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad","chinese, north indian",2,Indian Rupees(Rs.),700,3.3,Average,76,chinese,high,0.46708971718912407,0.6021269151567371
18472625,Tmos Cafe Corner,1,faridabad,"Shop 164, Huda Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",cafe,2,Indian Rupees(Rs.),700,0.0,Not rated,1,cafe,high,0.07453416741673957,0.02236025022502187
18420432,Parkash Dhaba,1,faridabad,"Shop 32, HUDA Market, Sector 19, Faridabad",Sector 19,"Sector 19, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),200,3.0,Average,6,north indian,low,0.20924386175884935,0.48277315852765473
9824,Sanjha Chulha,1,faridabad,"Booth 16, Part 2 Market, Sector 19, Faridabad",Sector 19,"Sector 19, Faridabad","north indian, mughlai",2,Indian Rupees(Rs.),700,3.3,Average,219,north indian,high,0.5799771676177197,0.6359931502853158
8029,Hareram Bikanerzaika,1,faridabad,"77 & 78, HUDA Market, Opposite Community Centre, Sector 21 C, Near Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","mithai, street food",1,Indian Rupees(Rs.),200,2.8,Average,11,mithai,low,0.26720219521148403,0.47216065856344513
312788,Kulcha Paaji,1,faridabad,"Opposite 21-C Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",street food,1,Indian Rupees(Rs.),100,3.1,Average,12,street food,low,0.2758091934674808,0.5167427580402443
309672,Shree Bikaner Misthan Bhandar,1,faridabad,"DSS 44, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","street food, south indian, mithai",1,Indian Rupees(Rs.),350,2.8,Average,13,street food,medium,0.2837780291755889,0.4771334087526766
18359861,"The Hub - Gourmet, Bakers & More",1,faridabad,"Asian Institute of Medical Sciences, Badkal Flyover, Sector 21 A, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","bakery, fast food",1,Indian Rupees(Rs.),200,3.0,Average,7,bakery,low,0.22360250225021872,0.4870807506750655
18439547,Anand Dhaba,1,faridabad,"DSS-38, Sector 21C Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",north indian,1,Indian Rupees(Rs.),200,0.0,Not rated,1,north indian,low,0.07453416741673957,0.02236025022502187
18241538,Bikaneri Sweets & Restaurant,1,faridabad,"Ankhir Road, Near Union Bank, Opposite Sector 21-D, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","mithai, north indian",1,Indian Rupees(Rs.),250,0.0,Not rated,0,mithai,low,0.0,0.0
18452730,Delicieux Ice Cream Rolls,1,faridabad,"Shop 73, Main Market, Sector 21 C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","ice cream, desserts, beverages",1,Indian Rupees(Rs.),400,0.0,Not rated,1,ice cream,medium,0.07453416741673957,0.02236025022502187
18317486,Flying Tandoor,1,faridabad,"Shop 57, Sector 21D Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","north indian, fast food",1,Indian Rupees(Rs.),300,0.0,Not rated,3,north indian,low,0.14906833483347914,0.04472050045004374
18432933,Food Station,1,faridabad,"G-5, Post Office Gali, Indra Enclave, Sector 21-D, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","north indian, mughlai, chinese",1,Indian Rupees(Rs.),400,0.0,Not rated,0,north indian,medium,0.0,0.0
18452267,Grub Hub,1,faridabad,"Shop 11, HUDA Main Market, Behind Park Plaza Hotel, Sector 21-C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",asian,2,Indian Rupees(Rs.),500,0.0,Not rated,1,asian,medium,0.07453416741673957,0.02236025022502187
18466980,Punjabi Chulha,1,faridabad,"Shop 16, Sector 21C, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",north indian,1,Indian Rupees(Rs.),300,0.0,Not rated,3,north indian,low,0.14906833483347914,0.04472050045004374
18469937,Purani Dilli Da Swad,1,faridabad,"Shop 52, Sector 21C Market, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","street food, fast food",1,Indian Rupees(Rs.),100,0.0,Not rated,2,street food,low,0.11813386037800488,0.03544015811340146
18466937,The BBQ Garden,1,faridabad,"Plot 1, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad","north indian, seafood",2,Indian Rupees(Rs.),700,0.0,Not rated,0,north indian,high,0.0,0.0
18433879,The Chaiwalas,1,faridabad,"Asian Institute of Medical Sciences, Near Badhkal Road, Sector 21, Faridabad",Sector 21,"Sector 21, Faridabad",cafe,1,Indian Rupees(Rs.),300,0.0,Not rated,0,cafe,low,0.0,0.0
18369105,Funk House Cafe,1,faridabad,"Plot 2347, Near Sector 28 Metro Station, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","cafe, italian, salad",2,Indian Rupees(Rs.),650,2.6,Average,15,cafe,high,0.2981366696669583,0.4534410009000875
18133473,Shiksha Fast Food,1,faridabad,"13, Near Water Tank, HUDA Market, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","fast food, chinese",1,Indian Rupees(Rs.),200,2.9,Average,5,fast food,low,0.19266802779474443,0.4638004083384233
18458540,Hungry Head,1,faridabad,"Near Reliance Fresh, Huda Market, Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad","street food, fast food",1,Indian Rupees(Rs.),200,0.0,Not rated,0,street food,low,0.0,0.0
18482753,Tandoori Hut,1,faridabad,"Shop 77-78, Near Balaji Sweets, Main Huda Market Sector 28, Faridabad",Sector 28,"Sector 28, Faridabad",north indian,1,Indian Rupees(Rs.),400,0.0,Not rated,0,north indian,medium,0.0,0.0
8167,Lalit Kathi Rolls Momos,1,faridabad,"Main HUDA Market, Sector 29, Faridabad",Sector 29,"Sector 29, Faridabad",fast food,1,Indian Rupees(Rs.),100,3.1,Average,9,fast food,low,0.24759714477070544,0.5082791434312116
18463990,Tamasha In Tafree,1,faridabad,"2nd Floor, Main HUDA Market, Sector 29, Faridabad",Sector 29,"Sector 29, Faridabad",cafe,2,Indian Rupees(Rs.),600,0.0,Not rated,3,cafe,medium,0.14906833483347914,0.04472050045004374
18353030,Oh My!,1,faridabad,"Shop 45, Ground floor, SLF MALL, IP Colony, Sector 30, Faridabad",Sector 30,"Sector 30, Faridabad","chinese, fast food",1,Indian Rupees(Rs.),300,0.0,Not rated,2,chinese,low,0.11813386037800488,0.03544015811340146
18420465,Butter & Grace,1,faridabad,"14/5, SRS Tower, Ground Floor, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","north indian, chinese, italian, fast food",2,Indian Rupees(Rs.),700,3.1,Average,7,north indian,high,0.22360250225021872,0.5010807506750656
309656,Green Chick Chop,1,faridabad,"DSS 24, Shopping Centre, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,3.1,Average,9,raw meats,medium,0.24759714477070544,0.5082791434312116
305235,Snacks Bar,1,faridabad,"Near Pristine Mall, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",chinese,1,Indian Rupees(Rs.),350,2.9,Average,4,chinese,medium,0.17306297735396584,0.4579188932061897
309654,Ahata,1,faridabad,"Huda Market, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",north indian,2,Indian Rupees(Rs.),500,0.0,Not rated,1,north indian,medium,0.07453416741673957,0.02236025022502187
18480389,Fritrolla,1,faridabad,"Choudhary Hetram Complex, 30-31 Dividing Road, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",desserts,1,Indian Rupees(Rs.),300,0.0,Not rated,0,desserts,low,0.0,0.0
18446428,KitchenYard,1,faridabad,"13/6, Mathura Road, SSR Cooperate Park, Opp NHPC Chowk Metro Station, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",north indian,1,Indian Rupees(Rs.),300,0.0,Not rated,0,north indian,low,0.0,0.0
4462,Meghansh Bakery,1,faridabad,"DSS-28, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad","bakery, desserts",1,Indian Rupees(Rs.),200,0.0,Not rated,2,bakery,low,0.11813386037800488,0.03544015811340146
18469962,Oh My !,1,faridabad,"Ground Floor, 45 SLF Mall, IP Colony, Sector-30-33, Faridabad",Sector 31,"Sector 31, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),300,0.0,Not rated,1,north indian,low,0.07453416741673957,0.02236025022502187
18380284,The Dark Hour - Kitchen,1,faridabad,"Block 7, Spring Fields Colony, Sector 31, Faridabad",Sector 31,"Sector 31, Faridabad",italian,1,Indian Rupees(Rs.),350,0.0,Not rated,1,italian,medium,0.07453416741673957,0.02236025022502187
1414,Anupama Sweets & Family Restaurant,1,faridabad,"SCF 3, Ashoka Enclave Part 1, Near Kanishka Tower, Sector 34, Faridabad",Sector 34,"Sector 34, Faridabad","mithai, north indian, south indian, chinese, fast food",1,Indian Rupees(Rs.),400,2.7,Average,28,mithai,medium,0.3620855687981776,0.4866256706394533
304112,Shree Rathnam,1,faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 34, Faridabad",Sector 34,"Sector 34, Faridabad","south indian, north indian, chinese",2,Indian Rupees(Rs.),800,2.7,Average,29,south indian,high,0.36573100514871026,0.48771930154461307
18472443,Bikaner Misthan Bhandar,1,faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","mithai, street food, fast food",1,Indian Rupees(Rs.),150,0.0,Not rated,0,mithai,low,0.0,0.0
18456807,King's Kitchen,1,faridabad,"SCF-1, Shop 5, Ashoka Enclave Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","north indian, mughlai, chinese",1,Indian Rupees(Rs.),400,0.0,Not rated,1,north indian,medium,0.07453416741673957,0.02236025022502187
18471284,Muradabadi Chicken Biryani Corner,1,faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",Sector 35,"Sector 35, Faridabad",mughlai,2,Indian Rupees(Rs.),500,0.0,Not rated,0,mughlai,medium,0.0,0.0
18471328,The Black Kettle,1,faridabad,"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 35, Faridabad",Sector 35,"Sector 35, Faridabad","fast food, beverages",1,Indian Rupees(Rs.),100,0.0,Not rated,0,fast food,low,0.0,0.0
18204478,Desi Tadka,1,faridabad,"Shop 1, Devi Sahai Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, mughlai, chinese",2,Indian Rupees(Rs.),500,3.0,Average,6,north indian,medium,0.20924386175884935,0.48277315852765473
18444264,Destination Live,1,faridabad,"Shop 5, 12/2, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, mughlai, chinese",2,Indian Rupees(Rs.),500,3.3,Average,12,north indian,medium,0.2758091934674808,0.5447427580402442
9224,Kay's Bake Land,1,faridabad,"14, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","bakery, desserts",1,Indian Rupees(Rs.),150,3.1,Average,19,bakery,low,0.32213131218744495,0.5306393936562335
8054,Kay's Food Land,1,faridabad,"129, HUDA Shopping Centre, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","bakery, desserts",1,Indian Rupees(Rs.),100,3.1,Average,14,bakery,low,0.2911968377319707,0.5213590513195911
304114,Laziz Restaurant,1,faridabad,"Shop 14, Devi Sahai Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, mughlai",2,Indian Rupees(Rs.),600,2.8,Average,11,north indian,medium,0.26720219521148403,0.47216065856344513
1413,Le Chef Restro Bar,1,faridabad,"SCF 146/37, HUDA Complex, Delhi Badarpur Border, Near Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, chinese",3,Indian Rupees(Rs.),1000,2.7,Average,70,north indian,high,0.45836628137577395,0.5155098844127322
1715,Republic of Chicken,1,faridabad,"106, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","raw meats, fast food",1,Indian Rupees(Rs.),400,3.1,Average,18,raw meats,medium,0.3166157404611784,0.5289847221383535
4464,Tanishka Restaurant & Caterers,1,faridabad,"Shop 44, Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),300,2.9,Average,14,north indian,low,0.2911968377319707,0.4933590513195912
5010,The Tandoori Times,1,faridabad,"22, HUDA Market, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",north indian,2,Indian Rupees(Rs.),500,2.7,Average,48,north indian,medium,0.4184877235176987,0.5035463170553096
301127,Twist of Italy,1,faridabad,"92, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","chinese, fast food",1,Indian Rupees(Rs.),350,3.6,Good,52,chinese,medium,0.42692578211018056,0.6320777346330542
9233,Aggarwal Sweets And Caterers,1,faridabad,"Anangpur Dairy, Devi Sahay Market, Near, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","mithai, street food",1,Indian Rupees(Rs.),100,0.0,Not rated,1,mithai,low,0.07453416741673957,0.02236025022502187
18471246,Biryani Bot,1,faridabad,"HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",biryani,1,Indian Rupees(Rs.),200,0.0,Not rated,0,biryani,low,0.0,0.0
18446082,Cafí© Kitchen,1,faridabad,"Shop 65, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),300,0.0,Not rated,0,north indian,low,0.0,0.0
18396398,Evergreen Sweets & Restaurant,1,faridabad,"SCF 147, hUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, south indian, chinese, fast food",1,Indian Rupees(Rs.),400,0.0,Not rated,2,north indian,medium,0.11813386037800488,0.03544015811340146
18471244,Magic Spice Wok,1,faridabad,"Shop 53, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","chinese, fast food",1,Indian Rupees(Rs.),300,0.0,Not rated,0,chinese,low,0.0,0.0
18367078,Magical Momos,1,faridabad,"Huda Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad",chinese,1,Indian Rupees(Rs.),350,0.0,Not rated,0,chinese,medium,0.0,0.0
18469976,Sam's Bake Shop,1,faridabad,"Shop 121, HUDA Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","bakery, fast food",1,Indian Rupees(Rs.),200,0.0,Not rated,1,bakery,low,0.07453416741673957,0.02236025022502187
18381643,Shri Bikaner Misthan Bhandar,1,faridabad,"Sher Shah Suri Road Rajaram Market, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","mithai, street food",1,Indian Rupees(Rs.),100,0.0,Not rated,0,mithai,low,0.0,0.0
18471327,Tasty Dhaba Family Restaurant,1,faridabad,"12/4, Sarai Khawaja, Banarasi Market, Near Toll Gate, Main Mathura Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, mughlai",1,Indian Rupees(Rs.),400,0.0,Not rated,0,north indian,medium,0.0,0.0
18469936,U & I,1,faridabad,"Shop 15, Main Road, Sector 37, Faridabad",Sector 37,"Sector 37, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),500,0.0,Not rated,0,north indian,medium,0.0,0.0
18433895,Cravings,1,faridabad,"Shop 6, SCO C-3166, Lower Ground Floor, Pujara Complex, Green Fields Colony, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad","north indian, mughlai, chinese",2,Indian Rupees(Rs.),500,3.0,Average,4,north indian,medium,0.17306297735396584,0.4719188932061897
313089,Evergreen Tandoori Night,1,faridabad,"C-3548, Basement, Greenfield, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad",north indian,2,Indian Rupees(Rs.),550,0.0,Not rated,3,north indian,medium,0.14906833483347914,0.04472050045004374
18349251,Prelibato,1,faridabad,"3176, C Block Market, Green Field Colony, Sector 41, Faridabad",Sector 41,"Sector 41, Faridabad","italian, north indian",1,Indian Rupees(Rs.),400,0.0,Not rated,0,italian,medium,0.0,0.0
18344478,Aravali Owls,1,faridabad,"B-263, Green Field Colony, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),600,0.0,Not rated,0,north indian,medium,0.0,0.0
18089775,Chicken Inn Family Meat Shop,1,faridabad,"B-204, Green Field Colony, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","raw meats, fast food",1,Indian Rupees(Rs.),300,0.0,Not rated,1,raw meats,low,0.07453416741673957,0.02236025022502187
18424179,Mother's Kitchen,1,faridabad,"B-1212, Ground Floor, Front Side, Green Fields Colony, Main Road, Sector 42, Faridabad",Sector 42,"Sector 42, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),300,0.0,Not rated,0,north indian,low,0.0,0.0
309632,Domino's Pizza,1,faridabad,"Ground Floor, Plot 201, Block B, Greenfield Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","pizza, fast food",2,Indian Rupees(Rs.),700,2.9,Average,10,pizza,high,0.2578458554302747,0.48335375662908237
312874,Green Chick Chop,1,faridabad,"Shop 15, Omaxe Hills And Forest Spa, Surajkund Road, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","raw meats, north indian, fast food",1,Indian Rupees(Rs.),350,3.1,Average,5,raw meats,medium,0.19266802779474443,0.4918004083384233
18107870,Punjabi Culture,1,faridabad,"B-474, Greenfield Plaza, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","north indian, mughlai",2,Indian Rupees(Rs.),500,2.9,Average,4,north indian,medium,0.17306297735396584,0.4579188932061897
18237362,Three Olives,1,faridabad,"B-102, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","italian, fast food",2,Indian Rupees(Rs.),550,2.9,Average,4,italian,medium,0.17306297735396584,0.4579188932061897
18277177,Aggarwal's Bikaner Mishthan Bhandar,1,faridabad,"Anangpur Chowk, Opposite Omaxe Tower, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","mithai, south indian, chinese, street food",1,Indian Rupees(Rs.),100,0.0,Not rated,0,mithai,low,0.0,0.0
18345740,Aravalli Owls,1,faridabad,"B - 263, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","north indian, chinese, mughlai",1,Indian Rupees(Rs.),400,0.0,Not rated,0,north indian,medium,0.0,0.0
18472651,Chatny Delight,1,faridabad,"B-205, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",fast food,1,Indian Rupees(Rs.),100,0.0,Not rated,1,fast food,low,0.07453416741673957,0.02236025022502187
313076,Harmann Restaurant,1,faridabad,"3256, C Block, Greenfields Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","north indian, south indian, chinese",1,Indian Rupees(Rs.),350,0.0,Not rated,3,north indian,medium,0.14906833483347914,0.04472050045004374
18380159,Kulcha King,1,faridabad,"Opposite Omaxe Forest, Main Surajkund Road, Anangpur Chowk, Sector 41-42, Near Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",north indian,1,Indian Rupees(Rs.),100,0.0,Not rated,2,north indian,low,0.11813386037800488,0.03544015811340146
18377907,Royal Bakers,1,faridabad,"B 229, Shop 3, Greenfield Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad",bakery,1,Indian Rupees(Rs.),200,0.0,Not rated,0,bakery,low,0.0,0.0
18292444,Touch of Spice,1,faridabad,"B-195, City Square Complex, Green Field Colony, Sector 43, Faridabad",Sector 43,"Sector 43, Faridabad","chinese, north indian",2,Indian Rupees(Rs.),600,0.0,Not rated,0,chinese,medium,0.0,0.0
307084,Hunger Cure,1,faridabad,"SCF 76, HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad","fast food, chinese",2,Indian Rupees(Rs.),700,3.2,Average,47,fast food,high,0.41627053004496317,0.5728811590134889
305618,Sanjha Chulha,1,faridabad,"55, HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad","north indian, mughlai",2,Indian Rupees(Rs.),700,2.5,Average,79,north indian,high,0.4711996470209241,0.49135989410627723
307803,Queens Cakes,1,faridabad,"SCO 63, Above Indian Overseas Bank, 1st Floor, Main Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad",bakery,1,Indian Rupees(Rs.),200,3.5,Good,29,bakery,low,0.36573100514871026,0.5997193015446131
18419654,Sri Meenakshi South Indian Food,1,faridabad,"HUDA Market, Sector 46, Faridabad",Sector 46,"Sector 46, Faridabad",south indian,1,Indian Rupees(Rs.),250,0.0,Not rated,1,south indian,low,0.07453416741673957,0.02236025022502187
18471285,Sardar A Pure Meat Shop,1,faridabad,"Shop 5, Ground Floor, Achievers Mall, Near Sainik Colony, Sector 49, Faridabad",Sector 49,"Sector 49, Faridabad","raw meats, fast food, north indian",1,Indian Rupees(Rs.),150,0.0,Not rated,0,raw meats,low,0.0,0.0
313040,Invitation Restaurant,1,faridabad,"SCF 68, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","north indian, south indian, chinese, fast food",2,Indian Rupees(Rs.),500,2.7,Average,17,north indian,medium,0.3108018881727493,0.47124056645182477
17982346,Kaushik Bakery,1,faridabad,"SCF Complex 58, Huda Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",bakery,1,Indian Rupees(Rs.),200,3.0,Average,9,bakery,low,0.24759714477070544,0.49427914343121154
18204501,Rama Vaishnav Bhojnalaya,1,faridabad,"Shop 140, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","north indian, chinese",1,Indian Rupees(Rs.),250,3.0,Average,7,north indian,low,0.22360250225021872,0.4870807506750655
1823,Shiv Saras Vyanjan,1,faridabad,"Shop 2398, Sector 7-A, Near, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",mithai,1,Indian Rupees(Rs.),100,2.9,Average,5,mithai,low,0.19266802779474443,0.4638004083384233
6143,Shree Bikaner Misthan Bhandar,1,faridabad,"2613, YMCA Road, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","mithai, bakery, street food, chinese, south indian",1,Indian Rupees(Rs.),300,3.0,Average,8,mithai,low,0.23626772075600977,0.49088031622680284
8297,Shree Bikaner Misthan Bhandar,1,faridabad,"21, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","mithai, street food",1,Indian Rupees(Rs.),150,3.1,Average,15,mithai,low,0.2981366696669583,0.5234410009000875
8318,Standard Family Restaurant,1,faridabad,"31, Main Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",north indian,1,Indian Rupees(Rs.),450,2.9,Average,16,north indian,medium,0.3046556397194548,0.4973966919158364
18458631,The Hunger End,1,faridabad,"Shop 2385, Sector 7A, Near Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),500,3.0,Average,4,north indian,medium,0.17306297735396584,0.4719188932061897
18382355,Pizza Express,1,faridabad,"Shop 232, HUDA Market, Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad","pizza, fast food",1,Indian Rupees(Rs.),400,0.0,Not rated,1,pizza,medium,0.07453416741673957,0.02236025022502187
312842,Anupam Sweets & Restaurant,1,faridabad,"Sai Plaza, Opposite Sai Dham, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese, fast food",1,Indian Rupees(Rs.),450,3.0,Average,10,north indian,medium,0.2578458554302747,0.4973537566290823
312084,Caramel,1,faridabad,"Omaxe Heights Club, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese, continental",2,Indian Rupees(Rs.),600,2.9,Average,9,north indian,medium,0.24759714477070544,0.4802791434312116
18247033,Chaska Restaurant,1,faridabad,"Shop 72, Near Omaxe Heights, Gate 2, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),650,3.2,Average,24,north indian,high,0.34612595470793167,0.5518377864123795
18126118,Club Pizzeria,1,faridabad,"Shop 7, Sai Complex, Opposite Sai Dham, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad",pizza,2,Indian Rupees(Rs.),550,3.4,Average,19,pizza,medium,0.32213131218744495,0.5726393936562335
18429393,Gupha,1,faridabad,"SRS Royal Hills, Near Club Sec 87, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),500,2.9,Average,8,north indian,medium,0.23626772075600977,0.4768803162268029
18241905,Indian Gourmet,1,faridabad,"Plot 6, Tigaon Road, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese, raw meats",1,Indian Rupees(Rs.),450,3.0,Average,8,north indian,medium,0.23626772075600977,0.49088031622680284
18425750,Tandoori Zaaika's,1,faridabad,"Tigaon Road, Near Omaxe, Sector 86, Faridabad",Sector 86,"Sector 86, Faridabad","north indian, chinese",2,Indian Rupees(Rs.),500,3.2,Average,39,north indian,medium,0.3966654796041846,0.5669996438812553
